alpha,Mach,ci,omega_i,source,primary_ci,primary_omega_i,primary_mismatch,primary_success,secondary_ci,secondary_omega_i,secondary_stage1_mismatch,secondary_stage2_mismatch
0.15999999999999998,0.9099999999999999,0.31470222775683454,0.05035235644109352,primary,0.31470222775683454,0.05035235644109352,3.9647693806906317e-07,True,,,,
0.22999999999999995,0.9099999999999999,0.22367091163374297,0.05144430967576087,primary,0.22367091163374297,0.05144430967576087,5.6480535319883285e-08,True,,,,
0.3,0.9099999999999999,0.13377774069762385,0.040133322209287156,primary,0.13377774069762385,0.040133322209287156,1.1363280867239642e-07,True,,,,
0.37,0.9099999999999999,0.04655740892629471,0.017226241302729043,secondary,0.04654830527703787,0.017222872952504013,1.6634719489038948e-08,True,0.04655740892629471,0.017226241302729043,1.1390905059224083e-05,6.407522702657668e-28
0.43999999999999995,0.9099999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.5099999999999999,0.9099999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.58,0.9099999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.6499999999999999,0.9099999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.72,0.9099999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.7899999999999999,0.9099999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.8599999999999999,0.9099999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.9299999999999999,0.9099999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
1.0,0.9099999999999999,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.02,0.98,0.46511526216059873,0.009302305243211975,primary,0.46511526216059873,0.009302305243211975,3.7888638652666586e-08,True,,,,
0.09,0.98,0.3496603809274735,0.03146943428347261,primary,0.3496603809274735,0.03146943428347261,1.3264441870840943e-08,True,,,,
0.15999999999999998,0.98,0.23436415446017622,0.03749826471362819,primary,0.23436415446017622,0.03749826471362819,2.0059274998061438e-07,True,,,,
0.22999999999999995,0.98,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.3,0.98,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.37,0.98,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.43999999999999995,0.98,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.5099999999999999,0.98,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.58,0.98,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.6499999999999999,0.98,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.72,0.98,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.7899999999999999,0.98,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.8599999999999999,0.98,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
0.9299999999999999,0.98,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
1.0,0.98,0.0,0.0,stable,0.0,0.0,0.0,True,,,,
