epoch,loss,loss_pde,loss_bc,loss_bc_kappa,loss_bc_q,loss_norm,loss_integral_norm,loss_phase,loss_peak_slope,loss_peak_curvature,loss_loc_center,loss_loc_spread,loss_ci_supervision,stage_w_ci_supervision,stage_neutral_fraction,ci_supervision_neutral_fraction,stage2_started,mapping_scale,ci_mid,audit_ci_mae,audit_ci_max_abs,audit_ci_mean_rel,audit_ci_max_rel,audit_p_rel_l2_mean,audit_p_rel_l2_max,audit_env_rel_mean,audit_env_rel_max,audit_phase_rel_mean,audit_phase_rel_max,audit_peak_shift_mean,audit_peak_shift_max,audit_checkpoint_metric,n_focus_alphas,focus_alpha_min,focus_alpha_max
100,1.4040179252624512,0.09897846728563309,1.2982170581817627,0.1285446137189865,0.0006385460728779435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013644668506458402,5.0,0.2,0.35,0,3.0000009536743164,0.23283594846725464,0.04430989952028637,0.07639700590001153,0.37392455841066846,4.153486223642726,0.6281237429679731,1.4323258416931839,0.5471409741465231,0.8826580188459974,0.1006894375473074,0.5761596628596583,2.1477299145289828,15.034109401702878,1.5775171667552863,8.0,0.05,0.85
101,1.642446517944336,0.1385476291179657,1.489944338798523,0.1468735635280609,0.0010604334529489279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027909064665436745,5.0,0.2,0.35,0,3.0000009536743164,0.23299506306648254,,,,,,,,,,,,,,,,
102,1.2856690883636475,0.1316586434841156,1.1405311822891235,0.1118069440126419,0.0011230874806642532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026958531234413385,5.0,0.2,0.35,0,3.0000009536743164,0.23324057459831238,,,,,,,,,,,,,,,,
103,1.1063021421432495,0.2040121704339981,0.8885235786437988,0.08664998412132263,0.0011011870810762048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002753291744738817,5.0,0.2,0.35,0,3.0000009536743164,0.2334946095943451,,,,,,,,,,,,,,,,
104,0.8739684224128723,0.13948652148246765,0.7205259203910828,0.06954912096261978,0.0012517367722466588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027912030927836895,5.0,0.2,0.35,0,3.0000009536743164,0.23378071188926697,,,,,,,,,,,,,,,,
105,1.3243640661239624,0.16258668899536133,1.1485053300857544,0.11232367157936096,0.0012634310405701399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002654408337548375,5.0,0.2,0.35,0,3.0000009536743164,0.2341390997171402,,,,,,,,,,,,,,,,
106,1.320716142654419,0.16393813490867615,1.1438180208206177,0.11176291108131409,0.0013094504829496145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002591990400105715,5.0,0.2,0.35,0,3.0000009536743164,0.23450271785259247,,,,,,,,,,,,,,,,
107,1.4006149768829346,0.13843032717704773,1.2486071586608887,0.12234111875295639,0.0012597953900694847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002715490525588393,5.0,0.2,0.35,0,3.0000009536743164,0.23487399518489838,,,,,,,,,,,,,,,,
108,0.916610836982727,0.12564289569854736,0.7781086564064026,0.07516434788703918,0.0013232575729489326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002571859396994114,5.0,0.2,0.35,0,3.0000009536743164,0.23531602323055267,,,,,,,,,,,,,,,,
109,1.225596308708191,0.1635759323835373,1.049253225326538,0.10268295556306839,0.0011211788514629006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002553433645516634,5.0,0.2,0.35,0,3.0000009536743164,0.23582050204277039,,,,,,,,,,,,,,,,
110,1.4541457891464233,0.16275697946548462,1.2783236503601074,0.1258958876132965,0.0009682401432655752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026130350306630135,5.0,0.2,0.35,0,3.0000009536743164,0.23636910319328308,,,,,,,,,,,,,,,,
111,1.377877116203308,0.15384146571159363,1.2113193273544312,0.11897830665111542,0.0010768122738227248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002543247304856777,5.0,0.2,0.35,0,3.0000009536743164,0.23693636059761047,,,,,,,,,,,,,,,,
112,1.1153572797775269,0.14080668985843658,0.9622654914855957,0.09398611634969711,0.0011202169116586447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002457024995237589,5.0,0.2,0.35,0,3.0000009536743164,0.23751676082611084,,,,,,,,,,,,,,,,
113,1.0447661876678467,0.12494973093271255,0.9078701734542847,0.08836118876934052,0.001212914241477847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023892545141279697,5.0,0.2,0.35,0,3.0000009536743164,0.2381000965833664,,,,,,,,,,,,,,,,
114,1.176495909690857,0.1177225261926651,1.0463652610778809,0.10217860341072083,0.0012289658188819885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002481618896126747,5.0,0.2,0.35,0,3.0000009536743164,0.23873530328273773,,,,,,,,,,,,,,,,
115,1.3512389659881592,0.1209443211555481,1.2182626724243164,0.11910650134086609,0.0013598795048892498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002406412735581398,5.0,0.2,0.35,0,3.0000009536743164,0.2393731027841568,,,,,,,,,,,,,,,,
116,1.544536828994751,0.12536680698394775,1.4072726964950562,0.13781829178333282,0.0014544890727847815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023794681765139103,5.0,0.2,0.35,0,3.0000009536743164,0.2400049865245819,,,,,,,,,,,,,,,,
117,1.152782678604126,0.12214982509613037,1.0186470746994019,0.09846630692481995,0.0016991989687085152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023971563205122948,5.0,0.2,0.35,0,3.0000009536743164,0.2406659573316574,,,,,,,,,,,,,,,,
118,1.4233925342559814,0.12918682396411896,1.281520128250122,0.12549519538879395,0.0013284115120768547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025371136143803596,5.0,0.2,0.35,0,3.0000009536743164,0.2413720041513443,,,,,,,,,,,,,,,,
119,1.0467654466629028,0.12914428114891052,0.9052857756614685,0.08769629895687103,0.0014161376748234034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002467087469995022,5.0,0.2,0.35,0,3.0000009536743164,0.24208548665046692,,,,,,,,,,,,,,,,
120,1.153314232826233,0.14255189895629883,0.9990783929824829,0.09771529585123062,0.001096272491849959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002336779609322548,5.0,0.2,0.35,0,3.0000009536743164,0.24277471005916595,,,,,,,,,,,,,,,,
121,0.9925658106803894,0.1455160528421402,0.8349438309669495,0.08174335956573486,0.0008755116141401231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024211935233324766,5.0,0.2,0.35,0,3.0000009536743164,0.24351149797439575,,,,,,,,,,,,,,,,
122,0.9623945355415344,0.15761667490005493,0.7922684550285339,0.07763257622718811,0.0007971335435286164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025018772576004267,5.0,0.2,0.35,0,3.0000009536743164,0.24429817497730255,,,,,,,,,,,,,,,,
123,1.1996361017227173,0.143305242061615,1.044037938117981,0.10271664708852768,0.0008435728959739208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024585919454693794,5.0,0.2,0.35,0,3.0000009536743164,0.24511970579624176,,,,,,,,,,,,,,,,
124,1.0598894357681274,0.1262982338666916,0.9212575554847717,0.09000350534915924,0.00106112752109766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024667379911988974,5.0,0.2,0.35,0,3.0000009536743164,0.24601174890995026,,,,,,,,,,,,,,,,
125,1.265487551689148,0.16780242323875427,1.0859721899032593,0.10564069449901581,0.0014782585203647614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023425770923495293,5.0,0.2,0.35,0,3.0000009536743164,0.2469027042388916,,,,,,,,,,,,,,,,
126,1.181282877922058,0.14417684078216553,1.0261592864990234,0.09857694059610367,0.002019492443650961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021893498487770557,5.0,0.2,0.35,0,3.0000009536743164,0.24772906303405762,,,,,,,,,,,,,,,,
127,1.1243959665298462,0.11632043868303299,0.9955386519432068,0.0954323410987854,0.0020607630722224712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002507369499653578,5.0,0.2,0.35,0,3.0000009536743164,0.248631551861763,,,,,,,,,,,,,,,,
128,1.1042416095733643,0.129837304353714,0.9624336361885071,0.09277473390102386,0.0017343126237392426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002394122537225485,5.0,0.2,0.35,0,3.0000009536743164,0.24952271580696106,,,,,,,,,,,,,,,,
129,0.984102189540863,0.15384593605995178,0.8187166452407837,0.07924897223711014,0.001311345724388957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002307923510670662,5.0,0.2,0.35,0,3.0000009536743164,0.2503901720046997,,,,,,,,,,,,,,,,
130,1.012226939201355,0.1502322554588318,0.8499950170516968,0.08310812711715698,0.000945687701459974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023999486584216356,5.0,0.2,0.35,0,3.0000009536743164,0.2512807846069336,,,,,,,,,,,,,,,,
131,1.0854557752609253,0.15041998028755188,0.9232901334762573,0.0906934142112732,0.0008177989511750638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002349145244807005,5.0,0.2,0.35,0,3.0000009536743164,0.2521391212940216,,,,,,,,,,,,,,,,
132,0.8641777038574219,0.1438601315021515,0.7080396413803101,0.06897780299186707,0.000913079536985606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002455587964504957,5.0,0.2,0.35,0,3.0000009536743164,0.2529848515987396,,,,,,,,,,,,,,,,
133,0.9725664854049683,0.13432301580905914,0.8267079591751099,0.08053910732269287,0.0010658437386155128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023071100004017353,5.0,0.2,0.35,0,3.0000009536743164,0.2538205683231354,,,,,,,,,,,,,,,,
134,1.1195425987243652,0.13252240419387817,0.9752880334854126,0.09474148601293564,0.001393657992593944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023464125115424395,5.0,0.2,0.35,0,3.0000009536743164,0.2546718120574951,,,,,,,,,,,,,,,,
135,1.2667180299758911,0.10619714856147766,1.1488063335418701,0.11120964586734772,0.0018354954663664103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023429137654602528,5.0,0.2,0.35,0,3.0000009536743164,0.2554474472999573,,,,,,,,,,,,,,,,
136,1.071568250656128,0.1069854348897934,0.9526351690292358,0.09085224568843842,0.0022056330926716328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002389516681432724,5.0,0.2,0.35,0,3.0000009536743164,0.2562347650527954,,,,,,,,,,,,,,,,
137,1.0029631853103638,0.10997491329908371,0.8812856078147888,0.08405114710330963,0.002038707258179784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023405388928949833,5.0,0.2,0.35,0,3.0000009536743164,0.2569141685962677,,,,,,,,,,,,,,,,
138,0.7582308650016785,0.12685126066207886,0.6196876764297485,0.05861262232065201,0.0016780728474259377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023383835796266794,5.0,0.2,0.35,0,3.0000009536743164,0.2575019598007202,,,,,,,,,,,,,,,,
139,1.1154571771621704,0.143898606300354,0.9602869749069214,0.0940178781747818,0.001005411148071289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002254308434203267,5.0,0.2,0.35,0,3.0000009536743164,0.25806328654289246,,,,,,,,,,,,,,,,
140,1.0316115617752075,0.14563003182411194,0.8750088810920715,0.08592493832111359,0.0007879772456362844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021945275366306305,5.0,0.2,0.35,0,3.0000009536743164,0.2585630714893341,,,,,,,,,,,,,,,,
141,0.9331017136573792,0.148931086063385,0.7726952433586121,0.0757189393043518,0.0007752929232083261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022950724232941866,5.0,0.2,0.35,0,3.0000009536743164,0.2590593099594116,,,,,,,,,,,,,,,,
142,1.19513738155365,0.15178658068180084,1.032492756843567,0.101671002805233,0.0007891335408203304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021716200280934572,5.0,0.2,0.35,0,3.0000009536743164,0.25948286056518555,,,,,,,,,,,,,,,,
143,1.004250168800354,0.13224464654922485,0.8610036373138428,0.08389337360858917,0.0011034973431378603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002200365299358964,5.0,0.2,0.35,0,3.0000009536743164,0.25983646512031555,,,,,,,,,,,,,,,,
144,1.196028709411621,0.11949784308671951,1.0651746988296509,0.10385012626647949,0.001333672902546823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00227121589705348,5.0,0.2,0.35,0,3.0000009536743164,0.2601330578327179,,,,,,,,,,,,,,,,
145,0.7678406834602356,0.12834399938583374,0.6281112432479858,0.059177085757255554,0.0018170170951634645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002277091145515442,5.0,0.2,0.35,0,3.0000009536743164,0.260402649641037,,,,,,,,,,,,,,,,
146,0.8523531556129456,0.12841926515102386,0.7130188941955566,0.0678098201751709,0.0017460354138165712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002182993572205305,5.0,0.2,0.35,0,3.0000009536743164,0.2606143653392792,,,,,,,,,,,,,,,,
147,1.1925320625305176,0.12470180541276932,1.0567201375961304,0.1030372828245163,0.001317364163696766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022220038808882236,5.0,0.2,0.35,0,3.0000009536743164,0.26077699661254883,,,,,,,,,,,,,,,,
148,1.018364429473877,0.1291225254535675,0.8774174451828003,0.08520448207855225,0.0012686302652582526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002364909742027521,5.0,0.2,0.35,0,3.0000009536743164,0.26092877984046936,,,,,,,,,,,,,,,,
149,0.8301598429679871,0.12788723409175873,0.6907410025596619,0.06683624535799026,0.0011189274955540895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023063207045197487,5.0,0.2,0.35,0,3.0000009536743164,0.26110875606536865,,,,,,,,,,,,,,,,
150,0.969333291053772,0.136927530169487,0.8212787508964539,0.080206960439682,0.0009604574297554791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022254018113017082,5.0,0.2,0.35,0,3.0000009536743164,0.2612740695476532,,,,,,,,,,,,,,,,
151,1.0381046533584595,0.1384676694869995,0.8882337808609009,0.08682934939861298,0.0009970124810934067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002280630636960268,5.0,0.2,0.35,0,3.0000009536743164,0.26141178607940674,,,,,,,,,,,,,,,,
152,0.957294762134552,0.12941324710845947,0.8158255219459534,0.07915350794792175,0.0012145207729190588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002411202061921358,5.0,0.2,0.35,0,3.0000009536743164,0.26151880621910095,,,,,,,,,,,,,,,,
153,0.9291372895240784,0.13074064254760742,0.7869420647621155,0.07592674344778061,0.0013837296282872558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002290918491780758,5.0,0.2,0.35,0,3.0000009536743164,0.2615848481655121,,,,,,,,,,,,,,,,
154,0.7329571843147278,0.1189512312412262,0.6026938557624817,0.05699261650443077,0.0016383857000619173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022624158300459385,5.0,0.2,0.35,0,3.0000009536743164,0.26151925325393677,,,,,,,,,,,,,,,,
155,0.9548669457435608,0.127507746219635,0.8158504366874695,0.07872854173183441,0.0014282491756603122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002301756525412202,5.0,0.2,0.35,0,3.0000009536743164,0.2614518105983734,,,,,,,,,,,,,,,,
156,0.964937150478363,0.11898653209209442,0.8348032236099243,0.08099883794784546,0.0012407418107613921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022294733207672834,5.0,0.2,0.35,0,3.0000009536743164,0.2613375782966614,,,,,,,,,,,,,,,,
157,0.9934608340263367,0.12232522666454315,0.8597595691680908,0.08361637592315674,0.001179789425805211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022752066142857075,5.0,0.2,0.35,0,3.0000009536743164,0.2612118721008301,,,,,,,,,,,,,,,,
158,0.864091694355011,0.12391671538352966,0.7289408445358276,0.0703488364815712,0.001272625639103353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022468222305178642,5.0,0.2,0.35,0,3.0000009536743164,0.26108014583587646,,,,,,,,,,,,,,,,
159,0.9039965867996216,0.12740221619606018,0.7654104232788086,0.07363750040531158,0.0014517728704959154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002236798871308565,5.0,0.2,0.35,0,3.0000009536743164,0.26092618703842163,,,,,,,,,,,,,,,,
160,0.9487280249595642,0.12684665620326996,0.8108184337615967,0.07814359664916992,0.0014691231772303581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022125886753201485,5.0,0.2,0.35,0,3.0000009536743164,0.260840505361557,,,,,,,,,,,,,,,,
161,0.8908773064613342,0.12305162847042084,0.7562445402145386,0.07270677387714386,0.0014588404446840286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023162211291491985,5.0,0.2,0.35,0,3.0000009536743164,0.2608185112476349,,,,,,,,,,,,,,,,
162,0.928623616695404,0.12688949704170227,0.7907540202140808,0.07655006647109985,0.0012626687530428171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021960081066936255,5.0,0.2,0.35,0,3.0000009536743164,0.2607805132865906,,,,,,,,,,,,,,,,
163,0.8005384206771851,0.12419949471950531,0.6651077270507812,0.06391589343547821,0.0012974380515515804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002246237127110362,5.0,0.2,0.35,0,3.0000009536743164,0.2607589662075043,,,,,,,,,,,,,,,,
164,0.8068227767944336,0.13628451526165009,0.6594158411026001,0.06325371563434601,0.001343935844488442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002224477706477046,5.0,0.2,0.35,0,3.0000009536743164,0.26066628098487854,,,,,,,,,,,,,,,,
165,0.7789442539215088,0.1254560351371765,0.6421042084693909,0.06115603446960449,0.0015271918382495642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002276801271364093,5.0,0.2,0.35,0,3.0000009536743164,0.260651171207428,,,,,,,,,,,,,,,,
166,0.6142505407333374,0.11749635636806488,0.4854494333267212,0.044769201427698135,0.0018878714181482792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022609462030231953,5.0,0.2,0.35,0,3.0000009536743164,0.26062482595443726,,,,,,,,,,,,,,,,
167,0.7430710792541504,0.11368823051452637,0.6187381744384766,0.05767374485731125,0.0021000343840569258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021289363503456116,5.0,0.2,0.35,0,3.0000009536743164,0.2605961859226227,,,,,,,,,,,,,,,,
168,0.6023859977722168,0.11151342839002609,0.4803600311279297,0.04452286660671234,0.0017565686721354723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021025091409683228,5.0,0.2,0.35,0,3.0000009536743164,0.26054391264915466,,,,,,,,,,,,,,,,
169,0.6327059268951416,0.13112710416316986,0.4904834032058716,0.04587572067975998,0.001586309401318431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022190818563103676,5.0,0.2,0.35,0,3.0000009536743164,0.26051151752471924,,,,,,,,,,,,,,,,
170,0.6288067698478699,0.12713027000427246,0.49083083868026733,0.046259261667728424,0.001411911565810442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021691375877708197,5.0,0.2,0.35,0,3.0000009536743164,0.2604648768901825,,,,,,,,,,,,,,,,
171,0.5925830006599426,0.1286085844039917,0.45313170552253723,0.042374949902296066,0.001469109789468348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002168545499444008,5.0,0.2,0.35,0,3.0000009536743164,0.26039355993270874,,,,,,,,,,,,,,,,
172,0.5390881896018982,0.1165657788515091,0.41079774498939514,0.03719247132539749,0.001943652518093586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002344932872802019,5.0,0.2,0.35,0,3.0000009536743164,0.26030755043029785,,,,,,,,,,,,,,,,
173,0.4698544144630432,0.10449720174074173,0.3544202446937561,0.03083861619234085,0.0023017055355012417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021873938385397196,5.0,0.2,0.35,0,3.0000009536743164,0.2602243721485138,,,,,,,,,,,,,,,,
174,0.39578214287757874,0.10008013248443604,0.2839950919151306,0.024059325456619263,0.002170092426240444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002341384533792734,5.0,0.2,0.35,0,3.0000009536743164,0.26019078493118286,,,,,,,,,,,,,,,,
175,0.4882580041885376,0.11434350907802582,0.3632275462150574,0.029914725571870804,0.003204014617949724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002137388102710247,5.0,0.2,0.35,0,3.0000009536743164,0.26010504364967346,,,,,,,,,,,,,,,,
176,0.4023478627204895,0.10522162914276123,0.28577882051467896,0.023777175694704056,0.002400354016572237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022694850340485573,5.0,0.2,0.35,0,3.0000009536743164,0.2599326968193054,,,,,,,,,,,,,,,,
177,0.34327375888824463,0.11552298814058304,0.21653401851654053,0.015561212785542011,0.0030460944399237633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022433544509112835,5.0,0.2,0.35,0,3.0000009536743164,0.2597539722919464,,,,,,,,,,,,,,,,
178,0.32500508427619934,0.11983374506235123,0.19307257235050201,0.014833727851510048,0.002236764645203948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024197492748498917,5.0,0.2,0.35,0,3.0000009536743164,0.2595975399017334,,,,,,,,,,,,,,,,
179,0.22957557439804077,0.11192826926708221,0.1063590943813324,0.00900653749704361,0.0008146861800923944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002257641637697816,5.0,0.2,0.35,0,3.0000009536743164,0.25950103998184204,,,,,,,,,,,,,,,,
180,0.2256498485803604,0.09549792110919952,0.11874578148126602,0.009054579772055149,0.0014099993277341127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002281228546053171,5.0,0.2,0.35,0,3.0000009536743164,0.2594664692878723,,,,,,,,,,,,,,,,
181,0.19924190640449524,0.10977834463119507,0.07757814228534698,0.004258953034877777,0.0017494307830929756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00237708305940032,5.0,0.2,0.35,0,3.0000009536743164,0.25941014289855957,,,,,,,,,,,,,,,,
182,0.16515956819057465,0.10029992461204529,0.05299019068479538,0.0018611440900713205,0.0017189376521855593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023738890886306763,5.0,0.2,0.35,0,3.0000009536743164,0.2592686712741852,,,,,,,,,,,,,,,,
183,0.13253338634967804,0.08175311237573624,0.03974207118153572,0.0019157457863911986,0.0010292306542396545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022076384630054235,5.0,0.2,0.35,0,3.0000009536743164,0.25914114713668823,,,,,,,,,,,,,,,,
184,0.12393374741077423,0.0861237645149231,0.0264219269156456,0.001162810018286109,0.000739691371563822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002277611754834652,5.0,0.2,0.35,0,3.0000009536743164,0.2590712606906891,,,,,,,,,,,,,,,,
185,0.14268866181373596,0.0885787233710289,0.04280279576778412,0.002780268434435129,0.0007500056526623666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022614297922700644,5.0,0.2,0.35,0,3.0000009536743164,0.25900131464004517,,,,,,,,,,,,,,,,
186,0.14444072544574738,0.08693970739841461,0.045893583446741104,0.0029624260496348143,0.0008134660893119872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002321486361324787,5.0,0.2,0.35,0,3.0000009536743164,0.25895270705223083,,,,,,,,,,,,,,,,
187,0.1468978375196457,0.07633500546216965,0.05894967541098595,0.003158736974000931,0.0013681153068318963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002322632819414139,5.0,0.2,0.35,0,3.0000009536743164,0.2589380443096161,,,,,,,,,,,,,,,,
188,0.17145851254463196,0.09382522106170654,0.06638915836811066,0.004668222274631262,0.0009853465016931295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022488259710371494,5.0,0.2,0.35,0,3.0000009536743164,0.25887420773506165,,,,,,,,,,,,,,,,
189,0.16086746752262115,0.0760558545589447,0.07325473427772522,0.0040739309042692184,0.0016257710522040725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023113745264708996,5.0,0.2,0.35,0,3.0000009536743164,0.2587975263595581,,,,,,,,,,,,,,,,
190,0.15765376389026642,0.08083438128232956,0.06523876637220383,0.005706741940230131,0.0004085674590896815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023161228746175766,5.0,0.2,0.35,0,3.0000009536743164,0.2587389349937439,,,,,,,,,,,,,,,,
191,0.12944495677947998,0.08089707791805267,0.03690186142921448,0.0030833627097308636,0.0003034117689821869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002329201903194189,5.0,0.2,0.35,0,3.0000009536743164,0.2587469220161438,,,,,,,,,,,,,,,,
192,0.17653405666351318,0.081305131316185,0.08363789319992065,0.004784113727509975,0.00178983760997653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023182062432169914,5.0,0.2,0.35,0,3.0000009536743164,0.258742094039917,,,,,,,,,,,,,,,,
193,0.1703910231590271,0.11609938740730286,0.04237383231520653,0.002718385076150298,0.0007594990311190486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002383559476584196,5.0,0.2,0.35,0,3.0000009536743164,0.25877130031585693,,,,,,,,,,,,,,,,
194,0.14465820789337158,0.0769331157207489,0.056171171367168427,0.0013259174302220345,0.002145600039511919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023107826709747314,5.0,0.2,0.35,0,3.0000009536743164,0.25876757502555847,,,,,,,,,,,,,,,,
195,0.12266670167446136,0.10043980181217194,0.011142127215862274,0.0006557508604601026,0.00022923096548765898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002216954482719302,5.0,0.2,0.35,0,3.0000009536743164,0.2588140666484833,,,,,,,,,,,,,,,,
196,0.10319353640079498,0.0782889872789383,0.013349240645766258,0.0007632419001311064,0.00028584105893969536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023110616020858288,5.0,0.2,0.35,0,3.0000009536743164,0.2588578462600708,,,,,,,,,,,,,,,,
197,0.12168260663747787,0.06451548635959625,0.046032264828681946,0.0009074581321328878,0.001847884152084589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002226971322670579,5.0,0.2,0.35,0,3.0000009536743164,0.25884106755256653,,,,,,,,,,,,,,,,
198,0.14078840613365173,0.09731050580739975,0.03255737945437431,0.000564480316825211,0.001345628872513771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021841046400368214,5.0,0.2,0.35,0,3.0000009536743164,0.25884148478507996,,,,,,,,,,,,,,,,
199,0.10443837940692902,0.0685148537158966,0.023904219269752502,0.0006743341218680143,0.000858043844345957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024038604460656643,5.0,0.2,0.35,0,3.0000009536743164,0.2587950527667999,,,,,,,,,,,,,,,,
